"id","appId","poiId","name","app_poi_code","address","cityName","status","bindStatus","valid","canBind","isBindOther","security_level","forbid_api_list"
0,4135,9401067,"古御贡茶●手抓饼●小吃（虎门店）","26691574","广东省东莞市虎门镇虎门大道146号金色里程花园3栋111室","虎门镇",,1,,1,1,0,""
0,4015,9365870,"古御贡茶•手抓饼•小吃（坑梓店）","1692622","深圳市坪山区坑梓街道秀新社区人民西路61号A栋林立公寓105（贡茶店）","坪山区",,1,,1,1,0,""
0,1079,9314533,"贡茶•手抓饼•小吃（北京旗舰店）","3513607","北京市朝阳区小营路12号4-3","朝阳区",,1,,1,1,0,""
0,4015,9306217,"古御贡茶•手抓饼•小吃（大浪店）","1693101","大浪街道同胜社区赖屋山东区77号102","龙华区",,1,,1,1,0,""
0,1068,9271561,"古御贡茶•手抓饼•小吃（坪地店）","1675107","坪地街道怡心社区怡心广场C座2-8","龙岗区",,1,,1,1,0,""
0,4015,9199827,"贡茶•手抓饼•小吃（花都店）","1686261","新华花城北路41-11号","花都区",,1,,1,1,0,""
0,1016,9076895,"贡茶•手抓饼•小吃（贵阳旗舰店）","43149209150730405","贵州省贵阳市南明区花果园彭家湾危旧房、棚户区改造项目一期12至20栋1层206号[花果园办事处]（1层）","南明区",,1,,1,1,0,""
0,4015,9072424,"古御贡茶•手抓饼•小吃（荔城店）","1685665","西城路57号","增城区",,1,,1,1,0,""
0,1079,9018543,"喜三德甜品•手工芋圆（淡水店）","3513500","惠州市惠阳区淡水人民四路79号一楼之二（原淡水镇石坑仔）","惠阳区",,1,,1,1,0,""
0,4135,9016370,"古御贡茶•手抓饼•小吃（新塘店）","37740588","广州市增城区新塘镇卫山北二路89号之一","增城区",,1,,1,1,0,""
0,1016,9003389,"贡茶•手抓饼•小吃（武汉旗舰店）","43067252584755835","武汉市洪山区雄楚大街998号阳光在线1幢1014号","洪山区",,1,,1,1,0,""
0,1016,8999546,"古御贡茶•手抓饼•小吃（曹杨路店）","43067252584758825","曹杨路458、460、462号地下一层04室D03","普陀区",,1,,1,1,0,""
0,4135,8981920,"喜三德甜品•手工芋圆（新塘店）","17056267","广州市增城区新塘镇卫山北二路89号","增城区",,1,,1,1,0,""
0,1079,8975165,"贡茶•手抓饼•小吃（淡水店）","3513526","惠州市惠阳区淡水人民四路79号一楼之一（原淡水镇石坑仔）","惠阳区",,1,,1,1,0,""
0,1016,8953861,"古御贡茶•手抓饼•小吃(清湖店)","43067252584768767","龙华区龙华街道清湖清华东路99号103铺（清湖警务室对面）","龙华区",,1,,1,1,0,""
0,1016,8939455,"古御贡茶•手抓饼•小吃(光明店)","43149209150743299","玉塘街道田寮社区龙新路一巷1号","光明区",,1,,1,1,0,""
0,1079,8911549,"喜三德甜品•手工芋圆（福永店）","3773094","深圳市宝安区福海街道桥头社区桥南新区57栋57-4","宝安区",,1,,1,1,0,""
0,1016,8890748,"喜三德甜品•手工芋圆（宝安店）","43149209150744299","西乡街道流塘社区流塘新村五巷13号华安居0115","宝安区",,1,,1,1,0,""
0,4015,8670629,"喜三德甜品•手工芋圆（横岗店）","1540486","横岗街道横岗社区华西二路3号103","深圳",,1,,1,1,0,""
0,4015,8540299,"古御贡茶·手抓饼·小吃（番禺店）","1661403","广州市番禺区市桥街东涌路72号（部位：102）","番禺区",,1,,1,1,0,""
0,4135,8221674,"喜三德甜品•手工芋圆（龙东店）","97919487","宝龙街道龙新社区赤石岗小区178号A102（便利粮油店旁边）","龙岗区",,1,,1,1,0,""
0,4135,8195835,"古御贡茶•手抓饼•小吃（龙东店）","84869364","深圳市龙岗区龙岗街道龙东赤石岗村454号（便利粮油店旁边）","龙岗区",,1,,1,1,0,""
0,4015,8195644,"古御贡茶•手抓饼•小吃（坪山总店）","1548230","马峦街道坪环社区大万新村9巷1-4号（鲜平汇超市里面）","坪山区",,1,,1,1,0,""
0,1016,8135116,"古御贡茶•手抓饼•小吃（坂田店）","43149209150744281","坂田街道坂田社区塘排西六巷6号102（天天生鲜隔壁）","龙岗区",,1,,1,1,0,""
0,4015,8025493,"古御贡茶•手抓饼•小吃（石厦店）","1599584","福保街道福民路石厦西村133号","福田区",,1,,1,1,0,""
0,4015,7918815,"古御贡茶•手抓饼•小吃（龙城店）","1584475","深圳市龙岗区龙岗街道南联社区龙园路11号102","龙岗区",,1,,1,1,0,""
0,4015,7882136,"贡茶•手抓饼•小吃（惠州店）","1573775","惠州市河南岸演达一路南翠花园5-7栋4-2号商场（百顺隆教育城 正门 二楼）","惠城区",,1,,1,1,0,""
0,1016,7735904,"喜三德甜品•手工芋圆（观澜店）","43149209150739994","深圳市龙华区观澜街道新澜社区白门前四巷2号106","龙华区",,1,,1,1,0,""
0,1016,7735455,"古御贡茶•手抓饼•小吃（东门店）","43149209150746296","深圳市罗湖区东门街道东门社区立新路1号鸿基工艺城S516（韩国城5楼5016电影院旁）","罗湖区",,1,,1,1,0,""
0,4135,7552065,"古御贡茶•手抓饼•小吃（龙华店）","50394326","深圳市龙华区龙华街道三联社区骏华南路山咀头2号综合楼骏华南路20号102（鲜平汇超市里面）","龙华区",,1,,1,1,0,""
0,1016,7486501,"贡茶•手抓饼•小吃（宝安福永店）","43149209150740260","深圳市宝安区福海街道桥头社区桥南新区57栋桥南新区57-1号（中原百货隔壁后门）","宝安区",,1,,1,1,0,""
0,1016,7449372,"古御贡茶•手抓饼•小吃（观澜店）","43149209150730468","深圳市龙华区观澜街道新澜社区白门前四巷2号103-1","龙华区",,1,,1,1,0,""
0,4015,7439647,"古御贡茶•手抓饼•小吃（平湖店）","1540507","深圳市龙岗区平湖街道禾花社区花果山一巷4号101","龙岗区",,1,,1,1,0,""
0,1016,7351446,"喜三德甜品•手工芋圆（沙井店）","43149209150740275","深圳市宝安区新桥街道万丰社区仁爱路九巷4号4-2","宝安区",,1,,1,1,0,""
0,1016,7231605,"古御贡茶•手抓饼•小吃（沙井万丰店）","43149209150741317","深圳市宝安区新桥街道万丰社区仁爱路九巷4-1号","宝安区",,1,,1,1,0,""
0,4015,7180353,"古御贡茶•手抓饼•小吃（宝安流塘店）","1540649","深圳市宝安区西乡街道流塘社区流塘新村五巷13号华安居0115","宝安区",,1,,1,1,0,""
0,4135,6950373,"喜三德甜品•手工芋圆（龙岗中心城店）","80286343","龙城街道龙福西路96号优优岛儿童乐园1F-39号铺（爱龙路18号详情世纪龙巢楼上）","深圳",,1,,1,1,0,""
0,1016,6914754,"古御贡茶•手抓饼•小吃（横岗店）","43149209150773880","横岗街道横岗社区华西二路3号101","龙岗区",,1,,1,1,0,""
0,1016,4799060,"古御贡茶•手抓饼•小吃（龙岗罗马公元店）","43149209150771974","深圳市龙岗区龙城街道龙福西路96号优优岛儿童城1F-38（详情世纪One影城电梯上二楼右边20米贡茶店）","龙岗区",,1,,1,1,0,""
0,1079,3586956,"大计划海鲜烧烤.砂锅粥.大排档","3655882","深圳市龙岗区龙城街道爱联社区爱新西六巷10号101","深圳",,1,,1,1,0,""
0,1110,560887,"芋上甜品（横岗店）","yushangtianpin","龙岗街道红棉路与横岗一路交汇处新城汇五楼","深圳",,1,,1,1,0,"",
0,,11270082,"大计划海鲜烧烤·小龙虾·生蚝（观澜店）","","福城街道福民社区丹坑新村北50号50-1","深圳",,0,,1,0,,
0,,11267829,"古御贡茶（客村店）","","广东省广州市海珠区江贝村陇西里一巷14号","广州",,0,,1,0,,
0,,11258970,"喜三德甜品·手工芋圆（南湖店）","","武汉市洪山区南李路2号南国花郡第1幢1单元1层9—02室","武汉",,0,,1,0,,
0,,11241720,"古御贡茶•手抓饼•小吃（固戍店）","","固戌下围园新村二巷19号103","深圳",,0,,1,0,,
0,,11223023,"喜三德甜品•手工芋圆（后湖店）","","武汉市江岸区幸福一路特1号幸福人家南苑4栋1层商7室","武汉",,0,,1,0,,
0,,11116331,"喜三德甜品•手工芋圆（吴家山店）","","武汉市东西湖区田园南路9号门面","东西湖区",,0,,1,0,,
0,,11115199,"贡茶•手抓饼•小吃(泉州旗舰店)","","福建省泉州市丰泽区霞淮街397号101","丰泽区",,0,,1,0,,
0,,11100585,"喜三德甜品•手工芋圆（天门店）","","新城天都望景湾9-1-24号商铺","天门市",,0,,1,0,,
0,,11057742,"古御贡茶•手抓饼•小吃（江汉店）","","武汉经济技术开发区万达广场B区第S5幢1层G5号房","蔡甸区",,0,,1,0,,
0,,11027801,"金牌手抓饼•奶茶•小吃(赣州店)","","江西省赣州市章贡区水南镇南桥新村西二区38号","赣州",,0,,1,0,,
0,,10801089,"古御贡茶•手抓饼•小吃（汉口店）","","武汉市江汉区姑嫂树路18号（冷轧厂）059-1号门面","江汉区",,0,,1,0,,
0,,10778394,"汉城韩式炸鸡（第188家店）","","深圳市龙岗区龙城街道爱联社区田寮村西区金华北1巷1号104（廖晓平诊所拐进去）","龙岗区",,0,,1,0,,
0,,10757738,"喜三德甜品•手工芋圆（徐东店）","","武汉市洪山区徐东路金银岛都市花园4号楼1楼15-1-4106号商铺","洪山区",,0,,1,0,,
0,,10724806,"古御贡茶•手抓饼•小吃（郑州店）","","河南省郑州市二七区勤劳街32-57编号：3","郑州",,0,,1,0,,
0,,10722222,"喜三德甜品•手工芋圆（塘贝店）","","广东省东莞市南城街道塘贝村前巷16号之一102室","南城街道",,0,,1,0,,
0,,10700120,"喜三德甜品·手工芋圆（大石店）","","广州市番禺区大石街景华南路39号137号铺之一（巴叔·麻辣香锅附近）","广州",,0,,1,0,,
0,,10693363,"喜三德手工甜品·下午茶（天津店）","","怀仁里（南开区广开大街与黄河道交口）","南开区",,0,,1,0,,
0,,10603386,"喜三德甜品•手工芋圆（龙华店）","","龙华街道三联社区骏华南路山咀头2号综合楼骏华南路20号（鲜平汇超市里边）","深圳",,0,,1,0,,
0,,10590682,"古御贡茶•手抓饼•小吃（后湖店）","","武汉市江岸区幸福一路特1号幸福人家南苑4栋1层商7室","江岸区",,0,,1,0,,
0,,10061444,"喜三德甜品•手工芋圆（石碁店）","","广州市番禺区石碁镇龙基南路44号自编102号","广州",,0,,1,0,,
0,,10045394,"喜三德甜品•手工芋圆（成都旗舰店）","","四川省成都市金牛区营策巷21号1栋1单元1层1号","成都",,0,,1,0,,
0,,9997882,"喜三德甜品•手工芋圆（芳村店）","","东漖南路29号103-5之一","广州",,0,,1,0,,
0,,9993224,"古御贡茶•手抓饼•小吃（硚口店）","","武汉市硚口区古田四路38-20号1层23号","武汉",,0,,1,0,,
0,,9959091,"古御贡茶●手抓饼●小吃（荔湾店）","","西华路75号","荔湾区",,0,,1,0,,
0,,9936831,"喜三德甜品•手工芋圆（抚州店）","","抚州市临川区赣东大道150号（玉茗大厦）3号店铺之二","临川区",,0,,1,0,,
0,,9835112,"大计划海鲜烧烤·小龙虾·生蚝（南岭店）","","南湾街道南岭村社区南岭西路19号南岭股份合作公司110","深圳",,0,,1,0,,
0,,9752958,"古御贡茶•手抓饼•小吃（钟村店）","","钟村商贸城东盛大厦C4铺","番禺区",,0,,1,0,,
0,,9732198,"喜三德甜品•手工芋圆（万达店）","","南村镇市新公路北段936号101铺","广州",,0,,1,0,,
0,,9718295,"古御贡茶•手抓饼•小吃（京溪店）","","京溪路竹园小区竹园街15号101铺（竹园小区里沿主路走到底左转最里面）","广州",,0,,1,0,,
0,,9593214,"古御贡茶●手抓饼●小吃（南村店）","","南村镇番禺大道北336号之一3栋155房","广州",,0,,1,0,,
0,,9479893,"喜三德甜品•手工芋圆（虎门店）","","广东省东莞市虎门镇虎门大道146号金色里程花园3栋110室","东莞",,0,,1,0,,
0,,9405763,"贡茶•手抓饼•小吃（杭州店）","","淘食记美食城3楼318","杭州",,0,,1,0,,
0,,9296054,"大计划海鲜烧烤.小龙虾·生蚝（横岗店）","","横岗街道横岗社区新光一街29号101","深圳",,0,,1,0,,
0,,9258295,"喜三德甜品•手工芋圆（南村店）","","广州市番禺区南村镇番禺大道北336号之一3栋129房","番禺区",,0,,1,0,,
0,,9257560,"喜三德甜品•手工芋圆（陈江店）","","惠州市仲恺高新区陈江街道陈江村委会石角龙村1-2号铺位","惠州",,0,,1,0,,
0,,9224233,"喜三德甜品•手工芋圆（石厦店）","","福保街道石厦社区石厦西村133号104","福田区",,0,,1,0,,
0,,9191424,"贡茶•手抓饼•小吃（陈江店）","","惠州市仲恺高新区陈江街道办事处新村塘西8号","惠城区",,0,,1,0,,
0,,9134834,"古御贡茶•手抓饼•小吃（石岩店）","","石岩街道浪心社区河滨花园四巷6号101","宝安区",,0,,1,0,,
0,,9014461,"喜三德甜品•手工芋圆（光明店）","","玉塘街道田寮社区龙新路一巷1号102","光明区",,0,,1,0,,
0,,8996740,"古御贡茶•手抓饼•小吃（新生店）","","深圳市龙岗区龙岗街道新生社区水围路11号102","龙岗区",,0,,1,0,,
0,,8981943,"喜三德甜品•手工芋圆（番禺店）","","广州市番禺区市桥街东涌路72号","番禺区",,0,,1,0,,
0,,8811093,"古御贡茶•手抓饼•小吃（白石厦店）","","深圳市宝安区福永街道白石厦社区横巷十四巷17号横巷十四巷17-2号","宝安区",,0,,1,0,,
0,,8751302,"喜三德甜品•手工芋圆（坂田店）","","坂田街道坂田社区塘排西六巷6号101（天天生鲜隔壁）","龙岗区",,0,,1,0,,
0,,7937650,"古御贡茶·手抓饼·小吃（松岗旗舰店）","","深圳市宝安区松岗街道红星社区松新北三巷8号103","宝安区",,0,,1,0,,
0,,7494614,"古御贡茶•手抓饼•小吃（西丽店）","","深圳市南山区西丽街道新围社区新围村186号101（电白鸭粥后面那一栋，原野有汤）","南山区",,0,,1,0,,
0,,7373263,"贡茶•手抓饼•小吃（贵阳花果园店）","","贵州省贵阳市南明区花果园花果园商铺C区12栋220号[花果园社区]","南明区",,0,,1,0,,
0,,7181265,"大计划海鲜烧烤·小龙虾·生蚝（南联店）","","深圳市龙岗区龙岗街道南联社区瑞记路7-9号103-3（速之缘网吧斜对面）","深圳",,0,,1,0,,
